name,education_level,years_experience,skills,certifications,job_role_applied,university_tier,known_languages,location,shortlisted
Candidate_799,PhD,4.1,"React, NLP, C++, NumPy",2,Backend Developer,Tier 1,"Hindi, Kannada",Mumbai,0
Candidate_800,Bachelor's,1.1,"Java, Node.js, Machine Learning",3,Data Analyst,Tier 3,"Hindi, English",Mumbai,0
Candidate_801,Bachelor's,1.5,"Pandas, React, Java, JavaScript, Seaborn, Python",4,Frontend Developer,Tier 1,"Telugu, Hindi",Bangalore,1
Candidate_802,PhD,3.6,"Seaborn, Spark, Python, AWS, Deep Learning, Django",3,Data Analyst,Tier 1,Telugu,Hyderabad,0
Candidate_803,Bachelor's,3.3,"Python, Pandas, Node.js",4,ML Engineer,Tier 1,"Telugu, Hindi, English",Bangalore,0
Candidate_804,Bachelor's,2.0,"Spark, Java, Matplotlib, NumPy, C++, Deep Learning",3,ML Engineer,Tier 1,Tamil,Chennai,0
Candidate_805,PhD,7.7,"SQL, NumPy, AWS, React, C++, Django",0,ML Engineer,Tier 1,"English, Hindi",Hyderabad,0
Candidate_806,Master's,2.9,"React, NLP, JavaScript, C++",5,ML Engineer,Tier 2,Hindi,Delhi,0
Candidate_807,Master's,7.6,"Python, Spark, Flask, Machine Learning",5,ML Engineer,Tier 2,Telugu,Delhi,1
Candidate_808,Bachelor's,2.1,"Keras, NLP, Deep Learning, SQL",1,Backend Developer,Tier 1,"Telugu, Tamil, Kannada",Delhi,0
Candidate_809,Bachelor's,9.7,"Flask, NLP, Spark, Seaborn",0,ML Engineer,Tier 1,Kannada,Pune,0
Candidate_810,Bachelor's,3.2,"React, Keras, Seaborn",3,Frontend Developer,Tier 3,"Tamil, Telugu",Delhi,1
Candidate_811,Master's,7.9,"JavaScript, Node.js, Pandas, TensorFlow, Java, Seaborn",0,Data Analyst,Tier 2,"Tamil, English",Delhi,0
Candidate_812,PhD,2.3,"Spark, SQL, Java",3,Frontend Developer,Tier 3,English,Mumbai,0
Candidate_813,Master's,0.4,"Spark, Matplotlib, Node.js, TensorFlow, JavaScript, Keras",1,Frontend Developer,Tier 2,"Tamil, Telugu, Hindi",Mumbai,1
Candidate_814,Bachelor's,5.0,"Django, Spark, Matplotlib",3,Frontend Developer,Tier 1,English,Hyderabad,0
Candidate_815,Bachelor's,10.0,"NumPy, JavaScript, Python, NLP",2,Data Scientist,Tier 1,English,Bangalore,1
Candidate_816,Bachelor's,5.5,"Django, Machine Learning, TensorFlow, Pandas, AWS, Spark",0,Data Analyst,Tier 3,"Kannada, English, Telugu",Chennai,0
Candidate_817,Bachelor's,4.1,"Python, Spark, C++",3,Data Analyst,Tier 3,Hindi,Hyderabad,1
Candidate_818,PhD,4.9,"Spark, Seaborn, Pandas, Java, TensorFlow, Python",4,Frontend Developer,Tier 1,"Telugu, Kannada, Hindi",Mumbai,0
Candidate_819,Bachelor's,0.4,"AWS, Spark, Matplotlib",2,Backend Developer,Tier 1,Hindi,Mumbai,0
Candidate_820,Bachelor's,9.3,"Deep Learning, C++, Seaborn",5,Frontend Developer,Tier 2,"Hindi, Tamil, English",Bangalore,0
Candidate_821,Bachelor's,6.4,"C++, NLP, Node.js",2,Backend Developer,Tier 2,Telugu,Chennai,0
Candidate_822,Master's,9.4,"Machine Learning, Spark, Flask, TensorFlow, Keras",3,Backend Developer,Tier 1,Kannada,Hyderabad,1
Candidate_823,Master's,8.8,"JavaScript, Seaborn, C++",5,Data Analyst,Tier 1,"Hindi, Telugu, Tamil",Chennai,0
Candidate_824,Bachelor's,1.5,"JavaScript, Java, Matplotlib, NLP, C++, Django",2,Frontend Developer,Tier 2,Tamil,Pune,1
Candidate_825,Bachelor's,4.1,"Django, NLP, Pandas, Python",0,Frontend Developer,Tier 3,Kannada,Hyderabad,0
Candidate_826,PhD,7.0,"Seaborn, SQL, Keras",0,Backend Developer,Tier 2,"Kannada, English",Chennai,1
Candidate_827,PhD,8.7,"SQL, Java, Spark, Pandas, React, AWS",0,Frontend Developer,Tier 1,English,Hyderabad,0
Candidate_828,PhD,2.4,"Pandas, C++, Python, Spark",5,Backend Developer,Tier 1,"Telugu, English, Hindi",Bangalore,0
Candidate_829,Bachelor's,0.3,"Seaborn, NLP, Python, NumPy, Keras",3,Frontend Developer,Tier 3,"Tamil, Telugu",Pune,0
Candidate_830,Bachelor's,9.7,"React, JavaScript, Pandas, Keras, Django",5,Frontend Developer,Tier 1,Kannada,Bangalore,0
Candidate_831,Master's,2.4,"NumPy, Node.js, Machine Learning, AWS, JavaScript",2,Backend Developer,Tier 2,Telugu,Mumbai,0
Candidate_832,PhD,1.7,"SQL, JavaScript, Pandas, React, TensorFlow",3,Data Scientist,Tier 2,"Telugu, Tamil, Kannada",Mumbai,0
Candidate_833,Bachelor's,8.6,"C++, Pandas, Keras, Spark, Flask",4,Frontend Developer,Tier 1,"Hindi, English, Tamil",Hyderabad,0
Candidate_834,Master's,0.2,"SQL, Matplotlib, Machine Learning, Spark, NumPy, JavaScript",1,Backend Developer,Tier 2,Tamil,Bangalore,0
Candidate_835,Master's,7.3,"Seaborn, JavaScript, SQL, Spark, C++, React",5,ML Engineer,Tier 3,"Tamil, Hindi, Telugu",Chennai,1
Candidate_836,PhD,7.9,"TensorFlow, Flask, Machine Learning",5,Data Scientist,Tier 1,"Kannada, Telugu, English",Delhi,1
Candidate_837,PhD,0.8,"Pandas, Django, Python, Keras",1,Frontend Developer,Tier 3,"Tamil, Hindi, Kannada",Bangalore,0
Candidate_838,PhD,5.2,"Seaborn, Python, TensorFlow, AWS, Flask, Keras",0,Frontend Developer,Tier 1,Hindi,Bangalore,1
Candidate_839,Bachelor's,8.2,"Machine Learning, Node.js, Flask, C++, React",1,Data Scientist,Tier 2,Tamil,Delhi,0
Candidate_840,PhD,9.5,"Python, Django, NumPy, JavaScript, SQL, NLP",5,Data Analyst,Tier 1,Hindi,Bangalore,0
Candidate_841,PhD,2.0,"Seaborn, Spark, Java, C++, Matplotlib, TensorFlow",2,Data Scientist,Tier 1,"Telugu, English",Hyderabad,1
Candidate_842,Bachelor's,7.5,"SQL, Spark, Pandas, Keras, Java, TensorFlow",5,Data Scientist,Tier 2,Tamil,Pune,1
Candidate_843,PhD,6.2,"Matplotlib, Flask, SQL",4,Frontend Developer,Tier 3,"Kannada, Tamil",Chennai,1
Candidate_844,Bachelor's,6.3,"Node.js, Pandas, Deep Learning",1,Frontend Developer,Tier 3,English,Mumbai,0
Candidate_845,Bachelor's,5.6,"Matplotlib, Python, NumPy, JavaScript, Pandas, Machine Learning",0,Backend Developer,Tier 2,Telugu,Bangalore,0
Candidate_846,PhD,6.9,"AWS, NumPy, JavaScript",1,Backend Developer,Tier 3,"Telugu, Tamil, Hindi",Mumbai,0
Candidate_847,Bachelor's,5.4,"Deep Learning, Django, Java, Pandas, Keras, Flask",0,Data Scientist,Tier 2,"English, Tamil, Hindi",Mumbai,0
Candidate_848,PhD,0.3,"Flask, Machine Learning, Node.js, JavaScript",1,ML Engineer,Tier 1,Telugu,Delhi,1
Candidate_849,Bachelor's,7.9,"AWS, TensorFlow, Seaborn, NLP, Pandas, JavaScript",3,ML Engineer,Tier 2,"Tamil, English, Hindi",Delhi,0
Candidate_850,PhD,1.2,"JavaScript, C++, Deep Learning, Java, SQL",3,Frontend Developer,Tier 2,English,Mumbai,1
Candidate_851,Bachelor's,2.2,"Java, Matplotlib, Flask, React, Machine Learning",1,Data Scientist,Tier 1,"Hindi, Tamil, Telugu",Chennai,0
Candidate_852,PhD,0.7,"Python, Machine Learning, SQL",5,ML Engineer,Tier 1,Tamil,Hyderabad,0
Candidate_853,Bachelor's,1.5,"C++, TensorFlow, NumPy, NLP, Spark",5,Frontend Developer,Tier 1,Kannada,Chennai,0
Candidate_854,Bachelor's,3.1,"C++, Python, Deep Learning",0,Data Scientist,Tier 2,"Telugu, Tamil",Hyderabad,1
Candidate_855,Master's,5.1,"SQL, Deep Learning, NumPy, Django, Spark, React",5,Data Scientist,Tier 1,"Telugu, Tamil",Bangalore,0
Candidate_856,Bachelor's,2.3,"Spark, NumPy, Matplotlib, SQL, Deep Learning",2,Frontend Developer,Tier 3,Kannada,Mumbai,0
Candidate_857,Bachelor's,2.3,"Python, JavaScript, Machine Learning, Seaborn, Keras, TensorFlow",5,Frontend Developer,Tier 2,"Telugu, Hindi",Bangalore,1
Candidate_858,Master's,0.6,"Python, Pandas, Node.js",0,Data Analyst,Tier 2,"Tamil, Telugu",Delhi,0
Candidate_859,PhD,7.5,"Java, Node.js, SQL, NumPy, Deep Learning, JavaScript",1,Data Analyst,Tier 1,"Tamil, English",Chennai,0
Candidate_860,PhD,8.5,"React, TensorFlow, Java, AWS, Matplotlib, NumPy",2,ML Engineer,Tier 2,Telugu,Hyderabad,0
Candidate_861,PhD,5.2,"Java, Pandas, Keras, Seaborn, Flask",1,Data Scientist,Tier 2,"Hindi, Kannada, Telugu",Bangalore,0
Candidate_862,PhD,2.1,"Node.js, Seaborn, TensorFlow, NumPy, Keras",5,Backend Developer,Tier 1,Kannada,Mumbai,0
Candidate_863,PhD,5.0,"AWS, Java, Keras, Python, Flask, NumPy",4,ML Engineer,Tier 1,English,Pune,0
Candidate_864,Master's,7.8,"Flask, Python, NLP, Spark",5,Data Analyst,Tier 3,Telugu,Hyderabad,1
Candidate_865,PhD,4.2,"Deep Learning, Pandas, Keras",2,Data Scientist,Tier 3,"Tamil, Telugu, Hindi",Bangalore,0
Candidate_866,PhD,4.7,"NumPy, Deep Learning, NLP, Flask, React, Node.js",0,Data Analyst,Tier 1,Kannada,Chennai,1
Candidate_867,Bachelor's,8.5,"Node.js, TensorFlow, JavaScript, Pandas, AWS, C++",0,Backend Developer,Tier 3,Telugu,Bangalore,0
Candidate_868,Bachelor's,7.6,"NLP, NumPy, Keras, SQL, Spark, Java",3,Backend Developer,Tier 2,Kannada,Delhi,0
Candidate_869,Master's,1.1,"Seaborn, TensorFlow, AWS, Django, Java",2,Backend Developer,Tier 2,"English, Hindi, Tamil",Hyderabad,1
Candidate_870,Bachelor's,0.3,"Keras, Spark, Seaborn, Python",0,Frontend Developer,Tier 2,"Telugu, English",Bangalore,0
Candidate_871,Master's,5.5,"Pandas, AWS, Python",1,Data Scientist,Tier 1,"English, Tamil",Pune,0
Candidate_872,Bachelor's,9.4,"Spark, Node.js, AWS, React, Keras",3,Backend Developer,Tier 2,"Kannada, Hindi",Bangalore,0
Candidate_873,Master's,1.6,"Pandas, Keras, Django, Python, Seaborn",4,Data Scientist,Tier 2,"English, Hindi",Chennai,1
Candidate_874,PhD,7.3,"SQL, Django, Spark, JavaScript, Pandas",5,Backend Developer,Tier 2,Kannada,Bangalore,1
Candidate_875,Bachelor's,8.9,"TensorFlow, Django, NLP",5,Data Scientist,Tier 3,"English, Hindi",Mumbai,0
Candidate_876,PhD,4.2,"Deep Learning, React, Pandas, Spark, Machine Learning, Matplotlib",1,Data Analyst,Tier 3,"Kannada, Tamil, English",Mumbai,0
Candidate_877,PhD,0.0,"Machine Learning, Python, Keras, NumPy, NLP, TensorFlow",3,Data Scientist,Tier 3,English,Delhi,0
Candidate_878,Bachelor's,6.0,"React, C++, NLP, Machine Learning",1,Data Analyst,Tier 2,"Kannada, English, Tamil",Hyderabad,0
Candidate_879,Bachelor's,9.0,"Node.js, Django, AWS, React, Python",1,Backend Developer,Tier 1,Tamil,Pune,0
Candidate_880,Master's,3.4,"SQL, Django, Deep Learning",2,Frontend Developer,Tier 3,Hindi,Mumbai,1
Candidate_881,PhD,5.0,"Node.js, AWS, Django, Spark, React",2,Backend Developer,Tier 1,"Telugu, Hindi, English",Delhi,0
Candidate_882,Bachelor's,3.5,"SQL, JavaScript, Flask, Seaborn",0,Backend Developer,Tier 1,"Tamil, Telugu",Chennai,1
Candidate_883,PhD,6.0,"Java, SQL, JavaScript, Django",3,ML Engineer,Tier 2,"Tamil, Kannada",Chennai,0
Candidate_884,Bachelor's,0.7,"TensorFlow, React, Flask",5,Data Scientist,Tier 2,"Kannada, English",Delhi,0
Candidate_885,Bachelor's,1.8,"C++, Django, SQL, NumPy, NLP, Seaborn",5,ML Engineer,Tier 2,"Telugu, Tamil",Hyderabad,0
Candidate_886,PhD,8.5,"Flask, TensorFlow, SQL, JavaScript, Python, Pandas",4,ML Engineer,Tier 1,English,Delhi,0
Candidate_887,PhD,1.6,"Deep Learning, JavaScript, Flask, Java, Node.js",1,Data Scientist,Tier 3,Tamil,Chennai,0
Candidate_888,Bachelor's,3.2,"Node.js, JavaScript, SQL, Seaborn, Machine Learning",1,Data Scientist,Tier 2,"Kannada, Telugu",Pune,0
Candidate_889,Bachelor's,2.6,"NLP, Flask, JavaScript, Seaborn",0,Data Analyst,Tier 3,"Tamil, English",Delhi,0
Candidate_890,Bachelor's,7.4,"Machine Learning, Seaborn, NumPy",3,Data Scientist,Tier 3,"Kannada, Hindi",Hyderabad,0
Candidate_891,Bachelor's,7.6,"NLP, SQL, AWS, Java, React, NumPy",3,Data Analyst,Tier 2,"English, Tamil",Pune,0
Candidate_892,PhD,7.9,"Matplotlib, AWS, Node.js, React, Deep Learning",5,ML Engineer,Tier 2,Telugu,Hyderabad,1
Candidate_893,Bachelor's,7.4,"TensorFlow, NumPy, JavaScript, React, NLP",2,Backend Developer,Tier 3,"Tamil, English",Delhi,1
Candidate_894,Master's,1.7,"React, AWS, NLP, Python",0,Data Analyst,Tier 3,"Telugu, Hindi, Kannada",Mumbai,0
Candidate_895,Bachelor's,5.5,"Spark, Flask, React, Python",0,Backend Developer,Tier 1,"English, Tamil",Delhi,1
Candidate_896,PhD,1.8,"Python, Keras, TensorFlow",1,ML Engineer,Tier 2,"English, Tamil",Chennai,0
Candidate_897,Bachelor's,9.6,"Keras, Node.js, React, C++, NumPy",2,Data Scientist,Tier 1,"English, Kannada, Tamil",Bangalore,0
Candidate_898,PhD,2.2,"Node.js, Seaborn, React, JavaScript, Spark",2,ML Engineer,Tier 3,Telugu,Bangalore,0
Candidate_899,PhD,0.5,"Matplotlib, JavaScript, Pandas",3,Data Scientist,Tier 2,"English, Telugu",Bangalore,0
Candidate_900,Master's,9.8,"TensorFlow, Machine Learning, Node.js, Matplotlib",5,Frontend Developer,Tier 3,"Hindi, Telugu",Hyderabad,0
Candidate_901,Bachelor's,2.7,"Pandas, Keras, JavaScript",1,Data Scientist,Tier 1,"English, Kannada",Pune,0
Candidate_902,PhD,2.6,"Keras, Machine Learning, JavaScript",1,Data Scientist,Tier 2,"English, Hindi",Mumbai,0
Candidate_903,Bachelor's,4.6,"Matplotlib, NLP, NumPy, Keras, Java, Node.js",5,Backend Developer,Tier 3,"Hindi, English",Chennai,1
Candidate_904,Master's,8.1,"Deep Learning, AWS, SQL, Matplotlib, Pandas, Python",0,ML Engineer,Tier 3,Hindi,Chennai,0
Candidate_905,PhD,1.8,"Machine Learning, Seaborn, Django, Pandas",2,Frontend Developer,Tier 1,"Hindi, Kannada",Chennai,1
Candidate_906,Master's,4.3,"Node.js, Matplotlib, TensorFlow, Flask, Pandas",4,Data Scientist,Tier 2,"Tamil, Hindi, Telugu",Hyderabad,0
Candidate_907,Master's,5.6,"Flask, Pandas, React",1,Data Analyst,Tier 3,"English, Kannada",Bangalore,0
Candidate_908,PhD,3.4,"Deep Learning, NumPy, Flask, React, C++",3,Frontend Developer,Tier 3,"English, Kannada, Tamil",Hyderabad,0
Candidate_909,Master's,5.3,"Keras, Java, Machine Learning, NumPy, AWS",5,Data Scientist,Tier 2,"Kannada, Tamil, Hindi",Hyderabad,0
Candidate_910,Master's,0.5,"C++, Seaborn, Pandas, NLP, Keras, JavaScript",3,ML Engineer,Tier 2,Telugu,Delhi,0
Candidate_911,Bachelor's,3.7,"C++, Matplotlib, NLP, Spark, Java",0,Backend Developer,Tier 3,Kannada,Bangalore,0
Candidate_912,Bachelor's,7.8,"Deep Learning, Java, Pandas, TensorFlow, Python",2,Backend Developer,Tier 2,Tamil,Bangalore,0
Candidate_913,Bachelor's,7.1,"Flask, Keras, Matplotlib, Django, Node.js, Python",3,ML Engineer,Tier 3,English,Mumbai,0
Candidate_914,Master's,7.0,"Seaborn, JavaScript, React",5,Backend Developer,Tier 2,"Tamil, English, Kannada",Bangalore,0
Candidate_915,PhD,4.5,"Deep Learning, Node.js, Matplotlib, AWS, Java, Spark",3,Backend Developer,Tier 1,"Hindi, Telugu",Mumbai,0
Candidate_916,Bachelor's,7.4,"Deep Learning, Python, Machine Learning, JavaScript, Matplotlib",0,ML Engineer,Tier 3,"Telugu, English, Tamil",Mumbai,0
Candidate_917,PhD,7.2,"Keras, TensorFlow, Node.js",1,Data Scientist,Tier 2,Kannada,Pune,1
Candidate_918,Bachelor's,4.7,"Matplotlib, C++, Seaborn, React",3,Data Scientist,Tier 2,"Tamil, Hindi, English",Mumbai,0
Candidate_919,Bachelor's,4.6,"Seaborn, Keras, Machine Learning",4,Frontend Developer,Tier 3,"Hindi, English",Hyderabad,0
Candidate_920,PhD,7.0,"C++, Django, Deep Learning, Machine Learning",5,Data Analyst,Tier 1,"Tamil, Telugu",Mumbai,0
Candidate_921,Bachelor's,9.9,"C++, Deep Learning, Seaborn, Pandas",1,Data Scientist,Tier 3,"Hindi, Tamil, English",Delhi,0
Candidate_922,PhD,7.4,"Django, Java, JavaScript, C++, Pandas",5,Data Analyst,Tier 2,"English, Telugu, Tamil",Mumbai,0
Candidate_923,PhD,2.7,"SQL, Deep Learning, Matplotlib, Java",0,ML Engineer,Tier 2,"Hindi, English, Kannada",Bangalore,0
Candidate_924,Bachelor's,9.4,"SQL, NumPy, Java",4,Backend Developer,Tier 2,Telugu,Bangalore,0
Candidate_925,Bachelor's,0.3,"Matplotlib, C++, Pandas",1,ML Engineer,Tier 1,"Telugu, Hindi, Tamil",Chennai,0
Candidate_926,Master's,8.4,"Python, AWS, Pandas, JavaScript, Deep Learning",4,Backend Developer,Tier 2,"Tamil, English, Telugu",Mumbai,0
Candidate_927,PhD,0.0,"AWS, TensorFlow, SQL",1,ML Engineer,Tier 1,Kannada,Bangalore,0
Candidate_928,PhD,1.3,"Django, SQL, Pandas",0,Backend Developer,Tier 2,Tamil,Chennai,1
Candidate_929,Master's,2.2,"React, Flask, Deep Learning, Matplotlib, NumPy, Pandas",0,Data Scientist,Tier 3,"Tamil, Hindi, Telugu",Hyderabad,0
Candidate_930,PhD,8.8,"Keras, Python, C++, JavaScript",1,ML Engineer,Tier 1,Kannada,Chennai,0
Candidate_931,PhD,4.5,"Django, TensorFlow, Pandas",0,Backend Developer,Tier 2,Telugu,Chennai,1
Candidate_932,Bachelor's,8.4,"Java, NLP, Spark, Django, Keras",2,Data Analyst,Tier 3,"Telugu, Tamil, Hindi",Pune,1
Candidate_933,Bachelor's,9.7,"Flask, Matplotlib, Seaborn, JavaScript, SQL, React",5,Data Analyst,Tier 2,Kannada,Chennai,0
Candidate_934,Master's,9.4,"Keras, JavaScript, Node.js, Spark, Django, Seaborn",0,ML Engineer,Tier 2,"Kannada, Telugu, Hindi",Delhi,0
Candidate_935,Bachelor's,1.3,"Spark, NumPy, React, JavaScript, Java",2,Backend Developer,Tier 2,Hindi,Mumbai,0
Candidate_936,PhD,6.2,"TensorFlow, Keras, AWS",0,ML Engineer,Tier 3,"Telugu, Hindi, English",Chennai,1
Candidate_937,Master's,6.1,"Spark, Seaborn, Django, Node.js",2,Data Analyst,Tier 2,"Kannada, Telugu, Tamil",Mumbai,1
Candidate_938,Master's,6.1,"Keras, Python, Machine Learning, SQL, Django",2,Data Analyst,Tier 3,"Kannada, Hindi",Bangalore,0
Candidate_939,Master's,2.0,"AWS, C++, JavaScript, Seaborn",3,Data Scientist,Tier 1,"Tamil, English",Pune,0
Candidate_940,PhD,7.0,"JavaScript, C++, Machine Learning, Django, Java, Keras",2,Data Analyst,Tier 2,English,Hyderabad,0
Candidate_941,PhD,8.1,"Deep Learning, JavaScript, Seaborn, NumPy, Spark, Python",4,Data Analyst,Tier 3,"Telugu, Tamil",Hyderabad,0
Candidate_942,PhD,7.9,"Machine Learning, Python, Deep Learning, JavaScript",0,Data Analyst,Tier 2,English,Delhi,0
Candidate_943,Master's,9.9,"AWS, SQL, Flask, TensorFlow, JavaScript, Pandas",4,Data Analyst,Tier 1,"Tamil, Telugu, Kannada",Hyderabad,1
Candidate_944,Bachelor's,0.9,"Django, Python, Pandas, Keras, Matplotlib",0,Data Analyst,Tier 2,"Hindi, Tamil",Bangalore,0
Candidate_945,Master's,2.5,"NumPy, Flask, SQL, React, Deep Learning",1,Data Scientist,Tier 2,"Kannada, Tamil, Hindi",Bangalore,0
Candidate_946,Bachelor's,0.5,"NumPy, Node.js, React, C++, AWS, Seaborn",0,Backend Developer,Tier 3,"Hindi, English, Telugu",Pune,0
Candidate_947,Master's,8.3,"Spark, Node.js, Matplotlib",3,Backend Developer,Tier 1,Tamil,Pune,0
Candidate_948,Bachelor's,8.1,"Flask, Pandas, Machine Learning, Python, AWS",3,ML Engineer,Tier 3,"Telugu, Hindi, English",Chennai,0
Candidate_949,Bachelor's,9.2,"NumPy, Keras, Deep Learning",0,Data Analyst,Tier 2,"English, Tamil, Kannada",Mumbai,0
Candidate_950,PhD,2.4,"Seaborn, Spark, NLP, C++",2,Frontend Developer,Tier 2,Kannada,Bangalore,0
Candidate_951,PhD,7.9,"NLP, AWS, Seaborn",5,Data Scientist,Tier 1,"Telugu, Tamil",Chennai,1
Candidate_952,PhD,8.0,"NLP, Django, SQL, TensorFlow, Java, Deep Learning",3,ML Engineer,Tier 2,Kannada,Hyderabad,0
Candidate_953,Bachelor's,7.2,"Machine Learning, SQL, Seaborn, Flask, Python",1,Data Analyst,Tier 3,"Hindi, Kannada, English",Delhi,1
Candidate_954,Bachelor's,6.8,"TensorFlow, React, Java, Django, NLP, Pandas",4,Data Analyst,Tier 2,"English, Telugu, Tamil",Delhi,0
Candidate_955,Bachelor's,1.5,"React, Deep Learning, C++, TensorFlow, Machine Learning",5,ML Engineer,Tier 1,Hindi,Chennai,1
Candidate_956,PhD,4.2,"Java, Node.js, Pandas, Machine Learning",2,Data Scientist,Tier 3,Telugu,Mumbai,0
Candidate_957,Bachelor's,5.1,"Java, React, AWS, SQL, C++, Flask",5,Frontend Developer,Tier 1,Hindi,Pune,1
Candidate_958,Bachelor's,8.1,"SQL, AWS, Deep Learning, Flask, Seaborn, Matplotlib",0,Frontend Developer,Tier 2,Hindi,Pune,0
Candidate_959,Bachelor's,1.1,"Java, Machine Learning, Pandas, React, JavaScript, Python",2,Backend Developer,Tier 2,"English, Telugu, Hindi",Chennai,0
Candidate_960,Master's,7.1,"NumPy, Java, Seaborn, JavaScript, Node.js",0,ML Engineer,Tier 2,"English, Tamil",Pune,1
Candidate_961,Bachelor's,5.8,"NumPy, TensorFlow, Keras, JavaScript, Seaborn, C++",1,Frontend Developer,Tier 3,"English, Tamil",Hyderabad,1
Candidate_962,Bachelor's,1.4,"C++, Seaborn, Machine Learning, Python, JavaScript, React",3,Data Analyst,Tier 1,Telugu,Delhi,1
Candidate_963,Master's,0.5,"TensorFlow, Django, Java",3,ML Engineer,Tier 1,"English, Hindi",Pune,0
Candidate_964,PhD,8.9,"Keras, Flask, Python",4,Data Analyst,Tier 1,Kannada,Bangalore,0
Candidate_965,PhD,1.2,"Java, Django, Python, JavaScript",2,Backend Developer,Tier 2,"Hindi, Kannada",Mumbai,0
Candidate_966,Master's,5.7,"Django, SQL, React, TensorFlow, Java",0,Data Analyst,Tier 2,Hindi,Mumbai,1
Candidate_967,Master's,9.2,"Machine Learning, Deep Learning, Flask, Seaborn, JavaScript, Python",2,Frontend Developer,Tier 3,"Tamil, Kannada",Hyderabad,1
Candidate_968,PhD,0.9,"Seaborn, SQL, AWS",4,ML Engineer,Tier 2,"Hindi, Tamil, Kannada",Chennai,0
Candidate_969,Master's,9.8,"React, NLP, JavaScript, SQL",3,Data Analyst,Tier 2,"Telugu, Kannada, English",Hyderabad,0
Candidate_970,Master's,1.0,"JavaScript, Machine Learning, Seaborn, Keras, Python, Django",0,Frontend Developer,Tier 3,Telugu,Mumbai,0
Candidate_971,Bachelor's,1.3,"C++, NLP, Matplotlib, Spark, Python",0,Frontend Developer,Tier 3,English,Mumbai,1
Candidate_972,Bachelor's,6.8,"Keras, NumPy, SQL",2,ML Engineer,Tier 3,"Kannada, English",Chennai,0
Candidate_973,Bachelor's,1.8,"C++, Node.js, Django, Deep Learning, Machine Learning",3,Data Analyst,Tier 3,"Tamil, Kannada",Hyderabad,0
Candidate_974,Bachelor's,6.8,"Pandas, Spark, Java, Deep Learning, AWS",0,Data Analyst,Tier 1,"Kannada, Telugu, Hindi",Pune,1
Candidate_975,Master's,8.5,"Spark, Node.js, Keras, Deep Learning, TensorFlow, Pandas",0,Data Analyst,Tier 2,"Kannada, Telugu, Hindi",Pune,0
Candidate_976,PhD,5.6,"Seaborn, Python, NLP, Pandas, Java, TensorFlow",1,Backend Developer,Tier 3,"Telugu, English",Delhi,1
Candidate_977,Master's,2.4,"SQL, Spark, React",1,Data Scientist,Tier 2,"Hindi, Kannada",Hyderabad,0
Candidate_978,Bachelor's,6.9,"Node.js, JavaScript, AWS, TensorFlow, Machine Learning, Spark",0,Backend Developer,Tier 1,"Hindi, Kannada",Mumbai,1
Candidate_979,Master's,3.8,"Flask, React, Pandas, NumPy",1,Data Analyst,Tier 1,Kannada,Chennai,1
Candidate_980,PhD,1.4,"Django, React, Python, SQL",2,Data Scientist,Tier 3,Hindi,Hyderabad,0
Candidate_981,PhD,2.8,"Node.js, Machine Learning, NumPy, C++",4,Data Analyst,Tier 3,Telugu,Chennai,0
Candidate_982,Master's,8.6,"Flask, Deep Learning, JavaScript, TensorFlow, Java",3,Frontend Developer,Tier 3,"Kannada, English, Telugu",Delhi,0
Candidate_983,Bachelor's,1.2,"TensorFlow, Machine Learning, Django",1,Backend Developer,Tier 2,"Hindi, Kannada, Telugu",Mumbai,0
Candidate_984,Master's,4.7,"C++, Keras, Matplotlib, Java",3,ML Engineer,Tier 3,"English, Telugu",Bangalore,1
Candidate_985,Bachelor's,5.6,"Django, TensorFlow, Java",2,Data Analyst,Tier 3,"Tamil, Hindi, Kannada",Chennai,0
Candidate_986,Bachelor's,7.3,"NumPy, Machine Learning, Java",1,ML Engineer,Tier 3,"Telugu, Kannada, Hindi",Delhi,0
Candidate_987,Bachelor's,4.3,"JavaScript, NLP, Python, Keras, React, Seaborn",0,Backend Developer,Tier 1,"Tamil, Telugu, Hindi",Mumbai,1
Candidate_988,PhD,0.7,"Flask, Deep Learning, NumPy, Node.js, SQL, AWS",1,Data Analyst,Tier 3,"Telugu, Tamil, Kannada",Bangalore,0
Candidate_989,Master's,6.0,"Java, Spark, Deep Learning, Seaborn, Python, Keras",2,Data Analyst,Tier 3,Hindi,Mumbai,1
Candidate_990,Master's,3.0,"JavaScript, Django, Flask, TensorFlow",0,Backend Developer,Tier 3,"Kannada, English, Tamil",Bangalore,0
Candidate_991,Master's,6.2,"Django, Flask, Python, Seaborn, C++",1,ML Engineer,Tier 3,Hindi,Hyderabad,0
Candidate_992,PhD,9.7,"NumPy, Machine Learning, React, Seaborn, Deep Learning",3,ML Engineer,Tier 3,"English, Hindi",Hyderabad,1
Candidate_993,Bachelor's,4.5,"Java, Deep Learning, Seaborn, Machine Learning, C++, Node.js",4,Data Scientist,Tier 1,"Hindi, Tamil, Telugu",Pune,0
Candidate_994,Master's,4.0,"Spark, Seaborn, Flask, TensorFlow, Python, Matplotlib",5,Frontend Developer,Tier 3,"Kannada, Tamil",Delhi,0
Candidate_995,Master's,1.9,"Python, Pandas, JavaScript, Node.js",3,Data Scientist,Tier 3,Kannada,Hyderabad,0
